TimeStamp;NodeID;NodeCount;Schema;SF;WorkerCount;Item name;CPU ns;USER ns;BLOCKED#;BLOCKED ns;WAITED#;WAITED ns;SUMM all times;Running %;Running total%;Comment
1403308395871;1;1;bigbench;20.0;24;ALL#SCHEDULERS;14962352;0;0;0;0;0;14962352;100.0;1.005;
1403308395871;1;1;bigbench;20.0;24;ALL#pdgf.util.caching.experimental.BucketSortOutputFileWriterIMPL$HouseKeeper;49604805546;13370000000;0;0;20418;24684000000;74288805546;66.773;16.799;
1403308395871;1;1;bigbench;20.0;24;ALL#worker#0;67341353983;66920000000;0;0;75712;244994000000;312335353983;21.561;22.448;
1403308395871;1;1;bigbench;20.0;24;ALL#worker#1;66750236110;66330000000;0;0;76338;245552000000;312302236110;21.374;22.26;
1403308395871;1;1;bigbench;20.0;24;ALL#worker#10;66864860680;66400000000;1;17000000;77899;245621000000;312502860680;21.397;22.296;
1403308395871;1;1;bigbench;20.0;24;ALL#worker#11;67986684106;67520000000;0;0;78871;244041000000;312027684106;21.789;22.654;
1403308395871;1;1;bigbench;20.0;24;ALL#worker#12;67566126998;67170000000;0;0;78035;244879000000;312445126998;21.625;22.52;
1403308395871;1;1;bigbench;20.0;24;ALL#worker#13;68670686371;68250000000;0;0;76746;243625000000;312295686371;21.989;22.871;
1403308395871;1;1;bigbench;20.0;24;ALL#worker#14;67386756574;66950000000;0;0;79824;244689000000;312075756574;21.593;22.463;
1403308395871;1;1;bigbench;20.0;24;ALL#worker#15;66426944317;66030000000;0;0;76554;245398000000;311824944317;21.303;22.157;
1403308395871;1;1;bigbench;20.0;24;ALL#worker#16;68453326600;67960000000;0;0;81018;243907000000;312360326600;21.915;22.802;
1403308395871;1;1;bigbench;20.0;24;ALL#worker#17;65513704022;65130000000;0;0;80156;245877000000;311390704022;21.039;21.866;
1403308395871;1;1;bigbench;20.0;24;ALL#worker#18;67252278271;66850000000;0;0;77390;244914000000;312166278271;21.544;22.42;
1403308395871;1;1;bigbench;20.0;24;ALL#worker#19;66547622669;66130000000;0;0;77187;245523000000;312070622669;21.325;22.195;
1403308395871;1;1;bigbench;20.0;24;ALL#worker#2;65875632449;65420000000;0;0;75302;244973000000;310848632449;21.192;21.981;
1403308395871;1;1;bigbench;20.0;24;ALL#worker#20;66525500902;66060000000;0;0;78642;245574000000;312099500902;21.315;22.188;
1403308395871;1;1;bigbench;20.0;24;ALL#worker#21;65210685476;64790000000;0;0;78261;246114000000;311324685476;20.946;21.769;
1403308395871;1;1;bigbench;20.0;24;ALL#worker#22;67427034726;66980000000;0;0;77483;244847000000;312274034726;21.592;22.475;
1403308395871;1;1;bigbench;20.0;24;ALL#worker#23;68285432064;67820000000;0;0;74991;243623000000;311908432064;21.893;22.749;
1403308395871;1;1;bigbench;20.0;24;ALL#worker#3;67283377953;66800000000;0;0;77656;244729000000;312012377953;21.564;22.43;
1403308395871;1;1;bigbench;20.0;24;ALL#worker#4;66726563213;66320000000;0;0;74899;245082000000;311808563213;21.4;22.252;
1403308395871;1;1;bigbench;20.0;24;ALL#worker#5;68208705275;67720000000;0;0;78361;244169000000;312377705275;21.835;22.724;
1403308395871;1;1;bigbench;20.0;24;ALL#worker#6;66282392989;65880000000;0;0;75223;245470000000;311752392989;21.261;22.111;
1403308395871;1;1;bigbench;20.0;24;ALL#worker#7;67569671881;67160000000;0;0;77254;244990000000;312559671881;21.618;22.521;
1403308395871;1;1;bigbench;20.0;24;ALL#worker#8;68411131378;67970000000;0;0;79655;243677000000;312088131378;21.92;22.789;
1403308395871;1;1;bigbench;20.0;24;ALL#worker#9;67707120988;67280000000;0;0;78419;245064000000;312771120988;21.647;22.565;
1403308395871;1;1;bigbench;20.0;24;All#PausedThread;5789057237;70000000;0;0;48;77230000000;83019057237;6.973;2.844;
1403308395871;1;1;bigbench;20.0;24;pdgf.core.dataGenerator.scheduler.DefaultScheduler#customer;3193991;0;0;0;0;0;3193991;100.0;1.001;
1403308395871;1;1;bigbench;20.0;24;pdgf.core.dataGenerator.scheduler.DefaultScheduler#customer_address;200901;0;0;0;0;0;200901;100.0;1.0;
1403308395871;1;1;bigbench;20.0;24;pdgf.core.dataGenerator.scheduler.DefaultScheduler#customer_demographics;333300;0;0;0;0;0;333300;100.0;1.0;
1403308395871;1;1;bigbench;20.0;24;pdgf.core.dataGenerator.scheduler.DefaultScheduler#date_dim;268495;0;0;0;0;0;268495;100.0;1.0;
1403308395871;1;1;bigbench;20.0;24;pdgf.core.dataGenerator.scheduler.DefaultScheduler#household_demographics;134697;0;0;0;0;0;134697;99.999;1.0;
1403308395871;1;1;bigbench;20.0;24;pdgf.core.dataGenerator.scheduler.DefaultScheduler#income_band;256167;0;0;0;0;0;256167;100.0;1.0;
1403308395871;1;1;bigbench;20.0;24;pdgf.core.dataGenerator.scheduler.DefaultScheduler#inventory;274103;0;0;0;0;0;274103;100.0;1.0;
1403308395871;1;1;bigbench;20.0;24;pdgf.core.dataGenerator.scheduler.DefaultScheduler#item;290034;0;0;0;0;0;290034;100.0;1.0;
1403308395871;1;1;bigbench;20.0;24;pdgf.core.dataGenerator.scheduler.DefaultScheduler#item_marketprices;283901;0;0;0;0;0;283901;100.0;1.0;
1403308395871;1;1;bigbench;20.0;24;pdgf.core.dataGenerator.scheduler.DefaultScheduler#product_reviews;285168;0;0;0;0;0;285168;100.0;1.0;
1403308395871;1;1;bigbench;20.0;24;pdgf.core.dataGenerator.scheduler.DefaultScheduler#promotion;252207;0;0;0;0;0;252207;100.0;1.0;
1403308395871;1;1;bigbench;20.0;24;pdgf.core.dataGenerator.scheduler.DefaultScheduler#reason;170710;0;0;0;0;0;170710;99.999;1.0;
1403308395871;1;1;bigbench;20.0;24;pdgf.core.dataGenerator.scheduler.DefaultScheduler#ship_mode;136214;0;0;0;0;0;136214;99.999;1.0;
1403308395871;1;1;bigbench;20.0;24;pdgf.core.dataGenerator.scheduler.DefaultScheduler#store;273057;0;0;0;0;0;273057;100.0;1.0;
1403308395871;1;1;bigbench;20.0;24;pdgf.core.dataGenerator.scheduler.DefaultScheduler#store_returns;297653;0;0;0;0;0;297653;100.0;1.0;
1403308395871;1;1;bigbench;20.0;24;pdgf.core.dataGenerator.scheduler.DefaultScheduler#store_sales;271375;0;0;0;0;0;271375;100.0;1.0;
